Date,strategy,region,weight
2008-10-02,gaussian,UK,0.1580464813363866
2008-10-02,gaussian,US,0.34137661337516384
2008-10-02,linear,CH,0.01
2008-10-02,linear,EU,0.3424748318839461
2008-10-02,linear,JP,0.14
2008-10-02,linear,UK,0.17
2008-10-02,linear,US,0.3375251681160537
2008-10-02,polynomial,CH,0.01
2008-10-02,polynomial,EU,0.33395935961585754
2008-10-02,polynomial,JP,0.1089699293985337
2008-10-02,polynomial,UK,0.17
2008-10-02,polynomial,US,0.3770707109856085
2008-10-03,equal_weight,CH,0.04
2008-10-03,equal_weight,EU,0.36
2008-10-03,equal_weight,JP,0.08
2008-10-03,equal_weight,UK,0.2
2008-10-03,equal_weight,US,0.32
2008-10-03,gaussian,CH,0.01
2008-10-03,gaussian,EU,0.15
2008-10-03,gaussian,JP,0.14
2008-10-03,gaussian,UK,0.17
2008-10-03,gaussian,US,0.5300000000000001
2008-10-03,linear,CH,0.01
2008-10-03,linear,EU,0.15
2008-10-03,linear,JP,0.14
2008-10-03,linear,UK,0.17
2008-10-03,linear,US,0.53
2008-10-03,polynomial,CH,0.01
2008-10-03,polynomial,EU,0.15
2008-10-03,polynomial,JP,0.14
2008-10-03,polynomial,UK,0.1566627263349892
2008-10-03,polynomial,US,0.5433372736650115
2008-10-04,equal_weight,CH,0.04
2008-10-04,equal_weight,EU,0.36
2008-10-04,equal_weight,JP,0.08
2008-10-04,equal_weight,UK,0.2
2008-10-04,equal_weight,US,0.32
2008-10-05,equal_weight,CH,0.04
2008-10-05,equal_weight,EU,0.36
2008-10-05,equal_weight,JP,0.08
2008-10-05,equal_weight,UK,0.2
2008-10-05,equal_weight,US,0.32
2008-10-06,equal_weight,CH,0.0373711227934739
2008-10-06,equal_weight,EU,0.3489576595434686
2008-10-06,equal_weight,JP,0.0845837823642227
2008-10-06,equal_weight,UK,0.1890377038514735
2008-10-06,equal_weight,US,0.3400497314473605
2008-10-06,gaussian,CH,0.07
2008-10-06,gaussian,EU,0.5263513629397734
2008-10-06,gaussian,JP,0.0336486370602277
2008-10-06,gaussian,UK,0.29000000000000004
2008-10-06,gaussian,US,0.08
2008-10-06,linear,CH,0.07
2008-10-06,linear,EU,0.47163848603732866
2008-10-06,linear,JP,0.0737468541399748
2008-10-06,linear,UK,0.29000000000000004
2008-10-06,linear,US,0.0946146598226975
2008-10-06,polynomial,CH,0.07
2008-10-06,polynomial,EU,0.5400000000000009
2008-10-06,polynomial,JP,0.02
2008-10-06,polynomial,UK,0.29000000000000004
2008-10-06,polynomial,US,0.08
2008-10-07,equal_weight,CH,0.04
2008-10-07,equal_weight,EU,0.36
2008-10-07,equal_weight,JP,0.08
2008-10-07,equal_weight,UK,0.2
2008-10-07,equal_weight,US,0.32
2008-10-07,gaussian,CH,0.07
2008-10-07,gaussian,EU,0.2660796804074012
2008-10-07,gaussian,JP,0.14
2008-10-07,gaussian,UK,0.12015344874415121
2008-10-07,gaussian,US,0.4037668708484473
2008-10-07,linear,CH,0.01
2008-10-07,linear,EU,0.24000000000000002
2008-10-07,linear,JP,0.02
2008-10-07,linear,UK,0.23
2008-10-07,linear,US,0.5
2008-10-07,polynomial,CH,0.07
2008-10-07,polynomial,EU,0.2660324767277201
2008-10-07,polynomial,JP,0.14
2008-10-07,polynomial,UK,0.1206916289518877
2008-10-07,polynomial,US,0.40327589432039324
2008-10-08,equal_weight,CH,0.04
2008-10-08,equal_weight,EU,0.36
2008-10-08,equal_weight,JP,0.08
2008-10-08,equal_weight,UK,0.2
2008-10-08,equal_weight,US,0.32
2008-10-08,gaussian,CH,0.07
2008-10-08,gaussian,EU,0.18
2008-10-08,gaussian,JP,0.14
2008-10-08,gaussian,UK,0.29000000000000004
2008-10-08,gaussian,US,0.32
2008-10-08,linear,CH,0.07
2008-10-08,linear,EU,0.18
2008-10-08,linear,JP,0.14
2008-10-08,linear,UK,0.29000000000000004
2008-10-08,linear,US,0.32
2008-10-08,polynomial,CH,0.07
2008-10-08,polynomial,EU,0.1799999999999991
2008-10-08,polynomial,JP,0.14
2008-10-08,polynomial,UK,0.29000000000000004
2008-10-08,polynomial,US,0.32
2008-10-09,equal_weight,CH,0.04
2008-10-09,equal_weight,EU,0.36
2008-10-09,equal_weight,JP,0.08
2008-10-09,equal_weight,UK,0.2
2008-10-09,equal_weight,US,0.32
2008-10-09,gaussian,CH,0.01
2008-10-09,gaussian,EU,0.41148694921260043
2008-10-09,gaussian,JP,0.02
2008-10-09,gaussian,UK,0.11204979398790821
2008-10-09,gaussian,US,0.4464632567994911
2008-10-09,linear,CH,0.01
2008-10-09,linear,EU,0.42000000000000004
2008-10-09,linear,JP,0.02
2008-10-09,linear,UK,0.11000000000000001
2008-10-09,linear,US,0.44000000000000006
2008-10-09,polynomial,CH,0.07
2008-10-09,polynomial,EU,0.2999999999999991
2008-10-09,polynomial,JP,0.14
2008-10-09,polynomial,UK,0.29000000000000004
2008-10-09,polynomial,US,0.2
2008-10-10,equal_weight,CH,0.04
2008-10-10,equal_weight,EU,0.36
2008-10-10,equal_weight,JP,0.08
2008-10-10,equal_weight,UK,0.2
2008-10-10,equal_weight,US,0.32
2008-10-10,gaussian,CH,0.01
2008-10-10,gaussian,EU,0.5290966062375295
2008-10-10,gaussian,JP,0.029293510472136998
2008-10-10,gaussian,UK,0.23160988329033352
2008-10-10,gaussian,US,0.2
2008-10-10,linear,CH,0.01
2008-10-10,linear,EU,0.48000000000000004
2008-10-10,linear,JP,0.08
2008-10-10,linear,UK,0.23000000000000004
2008-10-10,linear,US,0.2
2008-10-10,polynomial,CH,0.01
2008-10-10,polynomial,EU,0.5400000000000009
2008-10-10,polynomial,JP,0.02
2008-10-10,polynomial,UK,0.23000000000000004
2008-10-10,polynomial,US,0.2
2008-10-11,equal_weight,CH,0.04
2008-10-11,equal_weight,EU,0.36
2008-10-11,equal_weight,JP,0.08
2008-10-11,equal_weight,UK,0.2
2008-10-11,equal_weight,US,0.32
2008-10-12,equal_weight,CH,0.04
2008-10-12,equal_weight,EU,0.36
2008-10-12,equal_weight,JP,0.08
2008-10-12,equal_weight,UK,0.2
2008-10-12,equal_weight,US,0.32
2008-10-13,equal_weight,CH,0.0406401253915762
2008-10-13,equal_weight,EU,0.3660493421230509
2008-10-13,equal_weight,JP,0.0705460693915018
2008-10-13,equal_weight,UK,0.1857309753035721
2008-10-13,equal_weight,US,0.33703348779029757
2008-10-13,gaussian,CH,0.01
2008-10-13,gaussian,EU,0.21000000000000002
2008-10-13,gaussian,JP,0.14
2008-10-13,gaussian,UK,0.26
2008-10-13,gaussian,US,0.38
2008-10-13,linear,CH,0.01
2008-10-13,linear,EU,0.18000000000000002
2008-10-13,linear,JP,0.14
2008-10-13,linear,UK,0.29000000000000004
2008-10-13,linear,US,0.38
2008-10-13,polynomial,CH,0.01
2008-10-13,polynomial,EU,0.21000000000000002
2008-10-13,polynomial,JP,0.14
2008-10-13,polynomial,UK,0.2600000000000009
2008-10-13,polynomial,US,0.38
2008-10-14,equal_weight,CH,0.0401034205381392
2008-10-14,equal_weight,EU,0.3609307848432528
2008-10-14,equal_weight,JP,0.0776213276227969
2008-10-14,equal_weight,UK,0.200517102690696
2008-10-14,equal_weight,US,0.3208273643051136
2008-10-14,gaussian,CH,0.01
2008-10-14,gaussian,EU,0.4799999999999999
2008-10-14,gaussian,JP,0.02
2008-10-14,gaussian,UK,0.23
2008-10-14,gaussian,US,0.26
2008-10-14,linear,CH,0.01
2008-10-14,linear,EU,0.4799999999999998
2008-10-14,linear,JP,0.02
2008-10-14,linear,UK,0.23
2008-10-14,linear,US,0.26
2008-10-14,polynomial,CH,0.01
2008-10-14,polynomial,EU,0.47999999999999954
2008-10-14,polynomial,JP,0.02
2008-10-14,polynomial,UK,0.23
2008-10-14,polynomial,US,0.26
2008-10-15,equal_weight,CH,0.04
2008-10-15,equal_weight,EU,0.36
2008-10-15,equal_weight,JP,0.08
2008-10-15,equal_weight,UK,0.2
2008-10-15,equal_weight,US,0.32
2008-10-15,gaussian,CH,0.07
2008-10-15,gaussian,EU,0.2400000000000004
2008-10-15,gaussian,JP,0.14
2008-10-15,gaussian,UK,0.23
2008-10-15,gaussian,US,0.32
2008-10-15,linear,CH,0.01
2008-10-15,linear,EU,0.48000000000000004
2008-10-15,linear,JP,0.02
2008-10-15,linear,UK,0.17
2008-10-15,linear,US,0.32
2008-10-15,polynomial,CH,0.01
2008-10-15,polynomial,EU,0.47999999999999904
2008-10-15,polynomial,JP,0.02
2008-10-15,polynomial,UK,0.17
2008-10-15,polynomial,US,0.32
2008-10-16,equal_weight,CH,0.04
2008-10-16,equal_weight,EU,0.36
2008-10-16,equal_weight,JP,0.08
2008-10-16,equal_weight,UK,0.2
2008-10-16,equal_weight,US,0.32
2008-10-16,gaussian,CH,0.01
2008-10-16,gaussian,EU,0.6000000000000001
2008-10-16,gaussian,JP,0.14
2008-10-16,gaussian,UK,0.17
2008-10-16,gaussian,US,0.08
2008-10-16,linear,CH,0.01
2008-10-16,linear,EU,0.6000000000000004
2008-10-16,linear,JP,0.14
2008-10-16,linear,UK,0.17
2008-10-16,linear,US,0.08
2008-10-16,polynomial,CH,0.01
2008-10-16,polynomial,EU,0.600000000000001
2008-10-16,polynomial,JP,0.14
2008-10-16,polynomial,UK,0.17
2008-10-16,polynomial,US,0.08
2008-10-17,equal_weight,CH,0.04
2008-10-17,equal_weight,EU,0.36
2008-10-17,equal_weight,JP,0.08
2008-10-17,equal_weight,UK,0.2
2008-10-17,equal_weight,US,0.32
2008-10-17,gaussian,CH,0.07
2008-10-17,gaussian,EU,0.29523215464151253
2008-10-17,gaussian,JP,0.14
2008-10-17,gaussian,UK,0.05
2008-10-17,gaussian,US,0.44476784535848735
2008-10-17,linear,CH,0.07
2008-10-17,linear,EU,0.29999999999999993
2008-10-17,linear,JP,0.14
2008-10-17,linear,UK,0.05
2008-10-17,linear,US,0.44000000000000006
2008-10-17,polynomial,CH,0.07
2008-10-17,polynomial,EU,0.30000000000000093
2008-10-17,polynomial,JP,0.14
2008-10-17,polynomial,UK,0.05
2008-10-17,polynomial,US,0.44000000000000006
2008-10-18,equal_weight,CH,0.04
2008-10-18,equal_weight,EU,0.36
2008-10-18,equal_weight,JP,0.08
2008-10-18,equal_weight,UK,0.2
2008-10-18,equal_weight,US,0.32
2008-10-19,equal_weight,CH,0.04
2008-10-19,equal_weight,EU,0.36
2008-10-19,equal_weight,JP,0.08
2008-10-19,equal_weight,UK,0.2
2008-10-19,equal_weight,US,0.32
2008-10-20,equal_weight,CH,0.0377598868174156
2008-10-20,equal_weight,EU,0.35545675129238596
2008-10-20,equal_weight,JP,0.0787234147377956
2008-10-20,equal_weight,UK,0.2099565074159129
2008-10-20,equal_weight,US,0.3181034397364888
2008-10-20,gaussian,CH,0.07
2008-10-20,gaussian,EU,0.4530331944448682
2008-10-20,gaussian,JP,0.12470425743558
2008-10-20,gaussian,UK,0.0605701282651449
2008-10-20,gaussian,US,0.2916924198544063
2008-10-20,linear,CH,0.07
2008-10-20,linear,EU,0.4693090792726458
2008-10-20,linear,JP,0.14
2008-10-20,linear,UK,0.05
2008-10-20,linear,US,0.2706909207273549
2008-10-20,polynomial,CH,0.07
2008-10-20,polynomial,EU,0.504417054087567
2008-10-20,polynomial,JP,0.11558294591243232
2008-10-20,polynomial,UK,0.05
2008-10-20,polynomial,US,0.26
2008-10-21,equal_weight,CH,0.04
2008-10-21,equal_weight,EU,0.36
2008-10-21,equal_weight,JP,0.08
2008-10-21,equal_weight,UK,0.2
2008-10-21,equal_weight,US,0.32
2008-10-21,gaussian,CH,0.01
2008-10-21,gaussian,EU,0.33
2008-10-21,gaussian,JP,0.02
2008-10-21,gaussian,UK,0.29000000000000004
2008-10-21,gaussian,US,0.35000000000000003
2008-10-21,linear,CH,0.01
2008-10-21,linear,EU,0.33
2008-10-21,linear,JP,0.02
2008-10-21,linear,UK,0.29000000000000004
2008-10-21,linear,US,0.3499999999999998
2008-10-21,polynomial,CH,0.07
2008-10-21,polynomial,EU,0.2629475109781069
2008-10-21,polynomial,JP,0.02
2008-10-21,polynomial,UK,0.17
2008-10-21,polynomial,US,0.47705248902189246
2008-10-22,equal_weight,CH,0.04
2008-10-22,equal_weight,EU,0.36
2008-10-22,equal_weight,JP,0.08
2008-10-22,equal_weight,UK,0.2
2008-10-22,equal_weight,US,0.32
2008-10-22,gaussian,CH,0.07
2008-10-22,gaussian,EU,0.2768840012415268
2008-10-22,gaussian,JP,0.1259379753663731
2008-10-22,gaussian,UK,0.1368056491175458
2008-10-22,gaussian,US,0.39037237427455546
2008-10-22,linear,CH,0.01
2008-10-22,linear,EU,0.39
2008-10-22,linear,JP,0.0682165305736743
2008-10-22,linear,UK,0.29000000000000004
2008-10-22,linear,US,0.24178346942632573
2008-10-22,polynomial,CH,0.0151643607120099
2008-10-22,polynomial,EU,0.39
2008-10-22,polynomial,JP,0.0498520612991308
2008-10-22,polynomial,UK,0.29000000000000004
2008-10-22,polynomial,US,0.254983577988858
2008-10-23,equal_weight,CH,0.04
2008-10-23,equal_weight,EU,0.36
2008-10-23,equal_weight,JP,0.08
2008-10-23,equal_weight,UK,0.2
2008-10-23,equal_weight,US,0.32
2008-10-23,gaussian,CH,0.07
2008-10-23,gaussian,EU,0.33
2008-10-23,gaussian,JP,0.14
2008-10-23,gaussian,UK,0.218801427211813
2008-10-23,gaussian,US,0.24119857278818702
2008-10-23,linear,CH,0.07
2008-10-23,linear,EU,0.33
2008-10-23,linear,JP,0.14
2008-10-23,linear,UK,0.1999999999999995
2008-10-23,linear,US,0.26
2008-10-23,polynomial,CH,0.07
2008-10-23,polynomial,EU,0.33
2008-10-23,polynomial,JP,0.14
2008-10-23,polynomial,UK,0.2194531814707046
2008-10-23,polynomial,US,0.24054681852929521
2008-10-24,equal_weight,CH,0.04
2008-10-24,equal_weight,EU,0.36
2008-10-24,equal_weight,JP,0.08
2008-10-24,equal_weight,UK,0.2
2008-10-24,equal_weight,US,0.32
2008-10-24,gaussian,CH,0.07
2008-10-24,gaussian,EU,0.3087811827157812
2008-10-24,gaussian,JP,0.14
2008-10-24,gaussian,UK,0.1059294937279206
2008-10-24,gaussian,US,0.37528932355629996
2008-10-24,linear,CH,0.01
2008-10-24,linear,EU,0.5700000000000001
2008-10-24,linear,JP,0.02
2008-10-24,linear,UK,0.29000000000000004
2008-10-24,linear,US,0.1099999999999995
2008-10-24,polynomial,CH,0.01
2008-10-24,polynomial,EU,0.5700000000000001
2008-10-24,polynomial,JP,0.02
2008-10-24,polynomial,UK,0.29000000000000004
2008-10-24,polynomial,US,0.1100000000000024
2008-10-25,equal_weight,CH,0.04
2008-10-25,equal_weight,EU,0.36
2008-10-25,equal_weight,JP,0.08
2008-10-25,equal_weight,UK,0.2
2008-10-25,equal_weight,US,0.32
2008-10-26,equal_weight,CH,0.04
2008-10-26,equal_weight,EU,0.36
2008-10-26,equal_weight,JP,0.08
2008-10-26,equal_weight,UK,0.2
2008-10-26,equal_weight,US,0.32
2008-10-27,equal_weight,CH,0.0401943918940342
2008-10-27,equal_weight,EU,0.3483377919132053
2008-10-27,equal_weight,JP,0.0778167541326482
2008-10-27,equal_weight,UK,0.2034062544427326
2008-10-27,equal_weight,US,0.3302448076173786
2008-10-27,gaussian,CH,0.0521537130621534
2008-10-27,gaussian,EU,0.39
2008-10-27,gaussian,JP,0.14
2008-10-27,gaussian,UK,0.2178462869378473
2008-10-27,gaussian,US,0.2
2008-10-27,linear,CH,0.0399999999999995
2008-10-27,linear,EU,0.39
2008-10-27,linear,JP,0.14
2008-10-27,linear,UK,0.23
2008-10-27,linear,US,0.2
2008-10-27,polynomial,CH,0.0623501380168853
2008-10-27,polynomial,EU,0.3425892224019784
2008-10-27,polynomial,JP,0.138574436758741
2008-10-27,polynomial,UK,0.1343759494346329
2008-10-27,polynomial,US,0.3221102533877643
2008-10-28,equal_weight,CH,0.04
2008-10-28,equal_weight,EU,0.36
2008-10-28,equal_weight,JP,0.08
2008-10-28,equal_weight,UK,0.2
2008-10-28,equal_weight,US,0.32
2008-10-28,gaussian,CH,0.07
2008-10-28,gaussian,EU,0.34026224497445384
2008-10-28,gaussian,JP,0.08
2008-10-28,gaussian,UK,0.31552349184237033
2008-10-28,gaussian,US,0.19421426318317592
2008-10-28,linear,CH,0.01
2008-10-28,linear,EU,0.6000000000000004
2008-10-28,linear,JP,0.14
2008-10-28,linear,UK,0.17
2008-10-28,linear,US,0.08
2008-10-28,polynomial,CH,0.01
2008-10-28,polynomial,EU,0.600000000000001
2008-10-28,polynomial,JP,0.14
2008-10-28,polynomial,UK,0.17
2008-10-28,polynomial,US,0.08
2008-10-29,equal_weight,CH,0.04
2008-10-29,equal_weight,EU,0.36
2008-10-29,equal_weight,JP,0.08
2008-10-29,equal_weight,UK,0.2
2008-10-29,equal_weight,US,0.32
2008-10-29,gaussian,CH,0.01
2008-10-29,gaussian,EU,0.18000000000000002
2008-10-29,gaussian,JP,0.14
2008-10-29,gaussian,UK,0.11000000000000001
2008-10-29,gaussian,US,0.56
2008-10-29,linear,CH,0.01
2008-10-29,linear,EU,0.18000000000000002
2008-10-29,linear,JP,0.14
2008-10-29,linear,UK,0.11000000000000001
2008-10-29,linear,US,0.56
2008-10-29,polynomial,CH,0.01
2008-10-29,polynomial,EU,0.1799999999999991
2008-10-29,polynomial,JP,0.14
2008-10-29,polynomial,UK,0.11000000000000001
2008-10-29,polynomial,US,0.56
2008-10-30,equal_weight,CH,0.04
2008-10-30,equal_weight,EU,0.36
2008-10-30,equal_weight,JP,0.08
2008-10-30,equal_weight,UK,0.2
2008-10-30,equal_weight,US,0.32
2008-10-30,gaussian,CH,0.07
2008-10-30,gaussian,EU,0.32744561404590256
2008-10-30,gaussian,JP,0.02
2008-10-30,gaussian,UK,0.1425543859540977
2008-10-30,gaussian,US,0.44000000000000006
2008-10-30,linear,CH,0.07
2008-10-30,linear,EU,0.33
2008-10-30,linear,JP,0.02
2008-10-30,linear,UK,0.1399999999999998
2008-10-30,linear,US,0.44000000000000006
2008-10-30,polynomial,CH,0.07
2008-10-30,polynomial,EU,0.33
2008-10-30,polynomial,JP,0.02
2008-10-30,polynomial,UK,0.1399999999999995
2008-10-30,polynomial,US,0.44000000000000006
2008-10-31,equal_weight,CH,0.04
2008-10-31,equal_weight,EU,0.36
2008-10-31,equal_weight,JP,0.08
2008-10-31,equal_weight,UK,0.2
2008-10-31,equal_weight,US,0.32
2008-10-31,gaussian,CH,0.01
2008-10-31,gaussian,EU,0.3938533261810938
2008-10-31,gaussian,JP,0.14
2008-10-31,gaussian,UK,0.29000000000000004
2008-10-31,gaussian,US,0.1661466738189061
2008-10-31,linear,CH,0.01
2008-10-31,linear,EU,0.39
2008-10-31,linear,JP,0.14
2008-10-31,linear,UK,0.29000000000000004
2008-10-31,linear,US,0.17
2008-10-31,polynomial,CH,0.01
2008-10-31,polynomial,EU,0.42000000000000043
2008-10-31,polynomial,JP,0.14
2008-10-31,polynomial,UK,0.29000000000000004
2008-10-31,polynomial,US,0.14
2008-11-01,equal_weight,CH,0.04
2008-11-01,equal_weight,EU,0.36
2008-11-01,equal_weight,JP,0.08
2008-11-01,equal_weight,UK,0.2
2008-11-01,equal_weight,US,0.32
2008-11-02,equal_weight,CH,0.04
2008-11-02,equal_weight,EU,0.36
2008-11-02,equal_weight,JP,0.08
2008-11-02,equal_weight,UK,0.2
2008-11-02,equal_weight,US,0.32
2008-11-03,equal_weight,CH,0.038717667409578
2008-11-03,equal_weight,EU,0.3660871069576259
2008-11-03,equal_weight,JP,0.0797956522095946
2008-11-03,equal_weight,UK,0.1937110586014102
2008-11-03,equal_weight,US,0.32168851482179
2008-11-03,gaussian,CH,0.07
2008-11-03,gaussian,EU,0.21000000000000002
2008-11-03,gaussian,JP,0.0568740049506829
2008-11-03,gaussian,UK,0.35000000000000003
2008-11-03,gaussian,US,0.31312599504931743
2008-11-03,linear,CH,0.07
2008-11-03,linear,EU,0.21000000000000002
2008-11-03,linear,JP,0.0863839372297934
2008-11-03,linear,UK,0.35000000000000003
2008-11-03,linear,US,0.2836160627702071
2008-11-03,polynomial,CH,0.0399999999999999
2008-11-03,polynomial,EU,0.33
2008-11-03,polynomial,JP,0.14
2008-11-03,polynomial,UK,0.23
2008-11-03,polynomial,US,0.26
2008-11-04,equal_weight,CH,0.0400419007474374
2008-11-04,equal_weight,EU,0.3603771067269366
2008-11-04,equal_weight,JP,0.07903628280893821
2008-11-04,equal_weight,UK,0.20020950373718702
2008-11-04,equal_weight,US,0.3203352059794992
2008-11-04,gaussian,CH,0.07
2008-11-04,gaussian,EU,0.09
2008-11-04,gaussian,JP,0.08
2008-11-04,gaussian,UK,0.1999999999999999
2008-11-04,gaussian,US,0.56
2008-11-04,linear,CH,0.07
2008-11-04,linear,EU,0.14328031617421422
2008-11-04,linear,JP,0.08
2008-11-04,linear,UK,0.19747464280581561
2008-11-04,linear,US,0.5092450410199699
2008-11-04,polynomial,CH,0.07
2008-11-04,polynomial,EU,0.09
2008-11-04,polynomial,JP,0.08
2008-11-04,polynomial,UK,0.19999999999999932
2008-11-04,polynomial,US,0.56
2008-11-05,equal_weight,CH,0.04
2008-11-05,equal_weight,EU,0.36
2008-11-05,equal_weight,JP,0.08
2008-11-05,equal_weight,UK,0.2
2008-11-05,equal_weight,US,0.32
2008-11-05,gaussian,CH,0.012249570456671
2008-11-05,gaussian,EU,0.26425159002767024
2008-11-05,gaussian,JP,0.02
2008-11-05,gaussian,UK,0.1434988395156587
2008-11-05,gaussian,US,0.56
2008-11-05,linear,CH,0.01
2008-11-05,linear,EU,0.27
2008-11-05,linear,JP,0.02
2008-11-05,linear,UK,0.1399999999999999
2008-11-05,linear,US,0.56
2008-11-05,polynomial,CH,0.01
2008-11-05,polynomial,EU,0.28879222087534745
2008-11-05,polynomial,JP,0.02
2008-11-05,polynomial,UK,0.12120777912465211
2008-11-05,polynomial,US,0.56
2008-11-06,equal_weight,CH,0.04
2008-11-06,equal_weight,EU,0.36
2008-11-06,equal_weight,JP,0.08
2008-11-06,equal_weight,UK,0.2
2008-11-06,equal_weight,US,0.32
2008-11-06,gaussian,CH,0.0691370857224677
2008-11-06,gaussian,EU,0.4208629142775332
2008-11-06,gaussian,JP,0.02
2008-11-06,gaussian,UK,0.23000000000000004
2008-11-06,gaussian,US,0.26
2008-11-06,linear,CH,0.07
2008-11-06,linear,EU,0.42000000000000004
2008-11-06,linear,JP,0.02
2008-11-06,linear,UK,0.23000000000000004
2008-11-06,linear,US,0.26
2008-11-06,polynomial,CH,0.07
2008-11-06,polynomial,EU,0.4199999999999993
2008-11-06,polynomial,JP,0.02
2008-11-06,polynomial,UK,0.23000000000000004
2008-11-06,polynomial,US,0.26
2008-11-07,equal_weight,CH,0.04
2008-11-07,equal_weight,EU,0.36
2008-11-07,equal_weight,JP,0.08
2008-11-07,equal_weight,UK,0.2
2008-11-07,equal_weight,US,0.32
2008-11-07,gaussian,CH,0.07
2008-11-07,gaussian,EU,0.29230671581084894
2008-11-07,gaussian,JP,0.14
2008-11-07,gaussian,UK,0.177693284189151
2008-11-07,gaussian,US,0.32
2008-11-07,linear,CH,0.07
2008-11-07,linear,EU,0.2806744959303239
2008-11-07,linear,JP,0.14
2008-11-07,linear,UK,0.1893255040696758
2008-11-07,linear,US,0.32
2008-11-07,polynomial,CH,0.07
2008-11-07,polynomial,EU,0.30000000000000004
2008-11-07,polynomial,JP,0.14
2008-11-07,polynomial,UK,0.17
2008-11-07,polynomial,US,0.32
2008-11-08,equal_weight,CH,0.04
2008-11-08,equal_weight,EU,0.36
2008-11-08,equal_weight,JP,0.08
2008-11-08,equal_weight,UK,0.2
2008-11-08,equal_weight,US,0.32
2008-11-09,equal_weight,CH,0.04
2008-11-09,equal_weight,EU,0.36
2008-11-09,equal_weight,JP,0.08
2008-11-09,equal_weight,UK,0.2
2008-11-09,equal_weight,US,0.32
2008-11-10,equal_weight,CH,0.0412774954885316
2008-11-10,equal_weight,EU,0.3635136642106976
2008-11-10,equal_weight,JP,0.0839932946458721
2008-11-10,equal_weight,UK,0.19794739144034632
2008-11-10,equal_weight,US,0.3132681542145513
2008-11-10,gaussian,CH,0.01
2008-11-10,gaussian,EU,0.2987896830976754
2008-11-10,gaussian,JP,0.02
2008-11-10,gaussian,UK,0.23121031690232452
2008-11-10,gaussian,US,0.44000000000000006
2008-11-10,linear,CH,0.01
2008-11-10,linear,EU,0.30000000000000004
2008-11-10,linear,JP,0.02
2008-11-10,linear,UK,0.23000000000000004
2008-11-10,linear,US,0.44000000000000006
2008-11-10,polynomial,CH,0.01
2008-11-10,polynomial,EU,0.2989391893592279
2008-11-10,polynomial,JP,0.02
2008-11-10,polynomial,UK,0.23106081064077283
2008-11-10,polynomial,US,0.44000000000000006
2008-11-11,equal_weight,CH,0.04
2008-11-11,equal_weight,EU,0.36
2008-11-11,equal_weight,JP,0.08
2008-11-11,equal_weight,UK,0.2
2008-11-11,equal_weight,US,0.32
2008-11-11,gaussian,CH,0.07
2008-11-11,gaussian,EU,0.6300000000000001
2008-11-11,gaussian,JP,0.02
2008-11-11,gaussian,UK,0.2
2008-11-11,gaussian,US,0.08
2008-11-11,linear,CH,0.07
2008-11-11,linear,EU,0.6300000000000001
2008-11-11,linear,JP,0.02
2008-11-11,linear,UK,0.2
2008-11-11,linear,US,0.08
2008-11-11,polynomial,CH,0.07
2008-11-11,polynomial,EU,0.6300000000000001
2008-11-11,polynomial,JP,0.02
2008-11-11,polynomial,UK,0.19999999999999912
2008-11-11,polynomial,US,0.08
2008-11-12,equal_weight,CH,0.04
2008-11-12,equal_weight,EU,0.36
2008-11-12,equal_weight,JP,0.08
2008-11-12,equal_weight,UK,0.2
2008-11-12,equal_weight,US,0.32
2008-11-12,gaussian,CH,0.01
2008-11-12,gaussian,EU,0.3868994530739943
2008-11-12,gaussian,JP,0.02
2008-11-12,gaussian,UK,0.19135735195903622
2008-11-12,gaussian,US,0.3917431949669684
2008-11-12,linear,CH,0.01
2008-11-12,linear,EU,0.387138108097967
2008-11-12,linear,JP,0.02
2008-11-12,linear,UK,0.17
2008-11-12,linear,US,0.4128618919020328
2008-11-12,polynomial,CH,0.07
2008-11-12,polynomial,EU,0.28826975511417885
2008-11-12,polynomial,JP,0.14
2008-11-12,polynomial,UK,0.1817302448858189
2008-11-12,polynomial,US,0.32
2008-11-13,equal_weight,CH,0.04
2008-11-13,equal_weight,EU,0.36
2008-11-13,equal_weight,JP,0.08
2008-11-13,equal_weight,UK,0.2
2008-11-13,equal_weight,US,0.32
2008-11-13,gaussian,CH,0.07
2008-11-13,gaussian,EU,0.2651367779144913
2008-11-13,gaussian,JP,0.14
2008-11-13,gaussian,UK,0.35000000000000003
2008-11-13,gaussian,US,0.1748632220855087
2008-11-13,linear,CH,0.07
2008-11-13,linear,EU,0.24763596963395762
2008-11-13,linear,JP,0.14
2008-11-13,linear,UK,0.35000000000000003
2008-11-13,linear,US,0.19236403036604222
2008-11-13,polynomial,CH,0.07
2008-11-13,polynomial,EU,0.27
2008-11-13,polynomial,JP,0.14
2008-11-13,polynomial,UK,0.35000000000000003
2008-11-13,polynomial,US,0.17
2008-11-14,equal_weight,CH,0.04
2008-11-14,equal_weight,EU,0.36
2008-11-14,equal_weight,JP,0.08
2008-11-14,equal_weight,UK,0.2
2008-11-14,equal_weight,US,0.32
2008-11-14,gaussian,CH,0.07
2008-11-14,gaussian,EU,0.26218616633858943
2008-11-14,gaussian,JP,0.0524384173100287
2008-11-14,gaussian,UK,0.17
2008-11-14,gaussian,US,0.4453754163513817
2008-11-14,linear,CH,0.07
2008-11-14,linear,EU,0.2463118047144537
2008-11-14,linear,JP,0.0736881952855461
2008-11-14,linear,UK,0.17
